182	53564	111.15	39.3833	8615	8615	1954	11	2000	12	520400.5	4246404
183	53588	113.5333	39.0333	28958	28977	1956	1	2000	12	725038	4221914
184	53593	114.5667	39.8333	9095	9103	1954	1	2000	12	803889.3	4319873
185	53602	105.6667	38.8333	15614	15628	1952	12	2000	12	56868	4168326
186	53614	106.2167	38.4833	11114	11127	1951	1	2000	12	104264.1	4129218
187	53615	106.7	38.8	11016	11029	1959	1	2000	12	145063.8	4165614
188	53646	109.7	38.2333	10575	10585	1951	1	2000	12	403960	4109885
189	53663	111.8167	38.9167	14010	14020	1957	1	2000	12	580348.2	4197491
190	53664	111.1333	38.4667	10126	10136	1955	1	2000	12	525383.8	4142936
191	53673	112.7167	38.7333	8282	8283	1954	1	2000	12	658434.2	4182435
192	53698	114.4167	38.0333	805	812	1955	1	2000	12	810586.1	4116184
193	53704	105.1833	37.5333	12257	12268	1959	1	1990	12	15906.1	4021206
194	53705	105.6667	37.4833	11833	11849	1953	1	2000	12	57892.7	4015733
195	53723	107.4	37.7833	13478	13489	1954	1	2000	12	207564.2	4051962
196	53725	107.5833	37.5833	13603	13612	1989	1	2000	12	224001.4	4029758
197	53738	108.1833	36.8333	12726	12736	1956	10	2000	12	278730	3946527
198	53740	109.2333	37.9333	11110	11075	1954	1	2000	12	365319	4074199
199	53754	110.2167	37.5	9297	9285	1953	1	2000	12	452684.7	4029322
200	53764	111.1	37.5	9508	9512	1957	1	2000	12	529244.6	4033691
201	53772	112.55	37.7833	7783	7795	1951	1	2000	12	652396.7	4074271
202	53782	113.55	37.85	7419	7426	1954	12	2000	12	737957.1	4088789
203	53787	112.9833	37.0667	10414	10418	1957	1	2000	12	696266.4	3996452
204	53798	114.5	37.0667	768	780	1954	1	2000	12	828174.4	4008096
205	53806	105.65	36.5667	18542	18555	1957	12	2000	12	57120.9	3912108
206	53810	105.9	36.9833	13439	13452	1955	1	2000	12	78663	3959371
207	53817	106.2667	36	17530	17528	1956	10	2000	12	112130.3	3848582
208	53821	107.3	36.5833	12556	12560	1957	1	2000	12	202059.8	3916138
209	53845	109.5	36.6	9578	9589	1951	1	2000	12	395148.4	3924642
210	53853	110.95	36.7	10527	10537	1957	1	2000	12	521662.8	3942626
211	53863	111.9167	37.0333	7439	7458	1954	1	2000	12	603667.8	3985703
212	53868	111.5	36.0667	4495	4503	1954	1	2000	12	574501.4	3874219
213	53882	113.0667	36.0667	9918	9914	1986	1	2000	12	712699	3884375
214	53887	113.1167	36.2	9265	9275	1953	12	1985	12	715875.9	3899751
215	53898	114.3667	36.1167	755	764	1951	2	2000	12	826704.9	3900083
216	53903	105.7167	35.9667	19165	19214	1957	2	2000	12	63471.5	3844333
217	53915	106.6667	35.55	13466	13482	1951	1	2000	12	148389.8	3798260
218	53923	107.6333	35.7333	14210	14219	1951	1	2000	12	233882.1	3820829
219	53929	107.8	35.2	12065	12068	1956	9	2000	12	250383.5	3761001
220	53942	109.5	35.8167	11583	11591	1954	11	2000	12	399159.9	3836199
221	53947	109.0667	35.0833	9789	9797	1955	1	1999	12	364141.6	3751746
222	53959	111.0167	35.0333	3760	3759	1956	1	2000	12	538911.6	3754973
223	53963	111.3667	35.65	4338	4350	1991	1	2000	12	565753.8	3826461
224	53975	112.4	35.4833	6595	6588	1957	1	2000	12	658818.9	3814042
225	53986	113.8833	35.3167	727	740	1951	1	2000	12	792235.3	3806121
226	54012	117.6	44.5833	9959	9966	1954	11	2000	12	989896.3	4878696
227	54026	120.9	44.5667	2650	2658	1952	5	2000	12	1247464	4914043
